2022-09-02,20
2022-09-03,9
2022-09-04,40
2022-09-05,16
2022-09-06,75
2022-09-07,39
2022-09-08,58
2022-09-09,81
2022-09-10,39
2022-09-11,49
2022-09-12,97
2022-09-13,11
2022-09-14,78
2022-09-15,79
2022-09-16,21
2022-09-17,69
2022-09-18,48
2022-09-19,60
2022-09-20,58
2022-09-21,13
2022-09-22,3
2022-09-23,31
2022-09-24,76
2022-09-25,87
2022-09-26,17
2022-09-27,29
2022-09-28,69
2022-09-29,50
2022-09-30,51
2022-10-01,20
2022-10-02,5
2022-10-03,70
2022-10-04,61
2022-10-05,16
2022-10-06,74
2022-10-07,4
2022-10-08,22
2022-10-09,19
2022-10-10,85
2022-10-11,73
2022-10-12,35
2022-10-13,35
2022-10-14,11
2022-10-15,41
2022-10-16,54
2022-10-17,82
2022-10-18,19
2022-10-19,41
2022-10-20,81
2022-10-21,61
2022-10-22,10
2022-10-23,36
2022-10-24,0
2022-10-25,30
2022-10-26,62
2022-10-27,85
2022-10-28,32
2022-10-29,81
2022-10-30,13
2022-10-31,67
2022-11-01,31
2022-11-02,32
2022-11-03,96
2022-11-04,38
2022-11-05,37
2022-11-06,79
2022-11-07,59
2022-11-08,20
2022-11-09,31
2022-11-10,89
2022-11-11,0
2022-11-12,96
2022-11-13,25
2022-11-14,63
2022-11-15,59
2022-11-16,2
2022-11-17,30
2022-11-18,17
2022-11-19,59
2022-11-20,70
2022-11-21,63
2022-11-22,86
2022-11-23,29
2022-11-24,71
2022-11-25,92
2022-11-26,19
2022-11-27,0
2022-11-28,7
2022-11-29,93
2022-11-30,42
2022-12-01,87
2022-12-02,57
2022-12-03,80
2022-12-04,2
2022-12-05,34
2022-12-06,58
2022-12-07,76
2022-12-08,10
2022-12-09,79
2022-12-10,32
2022-12-11,69
2022-12-12,91
2022-12-13,16
2022-12-14,5
2022-12-15,63
2022-12-16,83
2022-12-17,75
2022-12-18,42
2022-12-19,38
2022-12-20,57
2022-12-21,7
2022-12-22,88
2022-12-23,96
2022-12-24,38
2022-12-25,48
2022-12-26,27
2022-12-27,64
2022-12-28,49
2022-12-29,90
2022-12-30,9
2022-12-31,27
2023-01-01,52
2023-01-02,90
2023-01-03,57
2023-01-04,48
2023-01-05,23
2023-01-06,25
2023-01-07,19
2023-01-08,48
2023-01-09,97
2023-01-10,76
2023-01-11,75
2023-01-12,93
2023-01-13,30
2023-01-14,31
2023-01-15,28
2023-01-16,79
2023-01-17,84
2023-01-18,21
2023-01-19,84
2023-01-20,99
2023-01-21,46
2023-01-22,46
2023-01-23,45
2023-01-24,94
2023-01-25,84
2023-01-26,20
2023-01-27,49
2023-01-28,33
2023-01-29,2
2023-01-30,97
2023-01-31,97
2023-02-01,98
2023-02-02,12
2023-02-03,82
2023-02-04,77
2023-02-05,66
2023-02-06,37
2023-02-07,31
2023-02-08,56
2023-02-09,81
2023-02-10,87
2023-02-11,81
2023-02-12,55
2023-02-13,97
2023-02-14,74
2023-02-15,15
2023-02-16,79
2023-02-17,80
2023-02-18,38
2023-02-19,55
2023-02-20,49
2023-02-21,90
2023-02-22,2
2023-02-23,70
2023-02-24,97
2023-02-25,5
2023-02-26,72
2023-02-27,29
2023-02-28,19
2023-03-01,25
2023-03-02,15
2023-03-03,54
2023-03-04,99
2023-03-05,96
2023-03-06,82
2023-03-07,56
2023-03-08,41
2023-03-09,90
2023-03-10,26
2023-03-11,74
2023-03-12,8
2023-03-13,92
2023-03-14,32
2023-03-15,71
2023-03-16,87
2023-03-17,68
2023-03-18,86
2023-03-19,14
2023-03-20,35
2023-03-21,84
2023-03-22,37
2023-03-23,62
2023-03-24,67
2023-03-25,14
2023-03-26,37
2023-03-27,57
2023-03-28,78
2023-03-29,34
2023-03-30,51
2023-03-31,50
2023-04-01,50
2023-04-02,85
2023-04-03,14
2023-04-04,52
2023-04-05,30
2023-04-06,81
2023-04-07,10
2023-04-08,61
2023-04-09,23
2023-04-10,1
2023-04-11,28
2023-04-12,58
2023-04-13,10
2023-04-14,11
2023-04-15,1
2023-04-16,82
2023-04-17,34
2023-04-18,11
2023-04-19,46
2023-04-20,74
2023-04-21,36
2023-04-22,6
2023-04-23,63
2023-04-24,60
2023-04-25,3
2023-04-26,50
2023-04-27,59
2023-04-28,34
2023-04-29,21
2023-04-30,16
2023-05-01,18
2023-05-02,61
2023-05-03,54
2023-05-04,60
2023-05-05,21
2023-05-06,87
2023-05-07,83
2023-05-08,71
2023-05-09,16
2023-05-10,67
2023-05-11,38
2023-05-12,27
2023-05-13,96
2023-05-14,87
2023-05-15,98
